"Metropolitan Statistical Area","Santa Cruz-Watsonville, CA",251747
"County or equivalent","Santa Cruz County, CA",251747
"Metropolitan Statistical Area","Santa Rosa-Petaluma, CA",464435
"County or equivalent","Sonoma County, CA",464435
"Metropolitan Statistical Area","Vallejo-Fairfield, CA",408599
"County or equivalent","Solano County, CA",408599
"Combined Statistical Area","Santa Fe-Espanola, NM",183782
"Micropolitan Statistical Area","Espanola, NM",40827
"County or equivalent","Rio Arriba County, NM",40827
"Metropolitan Statistical Area","Santa Fe, NM",142955
"County or equivalent","Santa Fe County, NM",142955
"Combined Statistical Area","Sarasota-Bradenton-Punta Gorda, FL",839995
"Metropolitan Statistical Area","Punta Gorda, FL",152814
"County or equivalent","Charlotte County, FL",152814
"Metropolitan Statistical Area","Sarasota-Bradenton-Venice, FL",687181
"County or equivalent","Manatee County, FL",315108
"County or equivalent","Sarasota County, FL",372073
"Combined Statistical Area","Savannah-Hinesville-Fort Stewart, GA",401132
"Metropolitan Statistical Area","Hinesville-Fort Stewart, GA",71803
"County or equivalent","Liberty County, GA",60503
"County or equivalent","Long County, GA",11300
"Metropolitan Statistical Area","Savannah, GA",329329
"County or equivalent","Bryan County, GA",30132
"County or equivalent","Chatham County, GA",248469
"County or equivalent","Effingham County, GA",50728
"Combined Statistical Area","Seattle-Tacoma-Olympia, WA",4038741
"Metropolitan Statistical Area","Bremerton-Silverdale, WA",236732
"County or equivalent","Kitsap County, WA",236732
"Metropolitan Statistical Area","Mount Vernon-Anacortes, WA",116397
"County or equivalent","Skagit County, WA",116397
"Micropolitan Statistical Area","Oak Harbor, WA",81326
"County or equivalent","Island County, WA",81326
"Metropolitan Statistical Area","Olympia, WA",238555
"County or equivalent","Thurston County, WA",238555
"Metropolitan Statistical Area","Seattle-Tacoma-Bellevue, WA",3309347
"Metropolitan Division","Seattle-Bellevue-Everett, WA",2536182
"County or equivalent","King County, WA",1859284
"County or equivalent","Snohomish County, WA",676898
"Metropolitan Division","Tacoma, WA",773165
"County or equivalent","Pierce County, WA",773165
"Micropolitan Statistical Area","Shelton, WA",56384
"County or equivalent","Mason County, WA",56384
"Combined Statistical Area","Shreveport-Bossier City-Minden, LA",428507
"Micropolitan Statistical Area","Minden, LA",40924
"County or equivalent","Webster Parish, LA",40924
"Metropolitan Statistical Area","Shreveport-Bossier City, LA",387583
"County or equivalent","Bossier Parish, LA",108705
"County or equivalent","Caddo Parish, LA",252609
"County or equivalent","De Soto Parish, LA",26269
"Combined Statistical Area","Sioux City-Vermillion, IA-NE-SD",156158
"Metropolitan Statistical Area","Sioux City, IA-NE-SD",142794
"County or equivalent","Woodbury County, IA",102287
"County or equivalent","Dakota County, NE",20312
"County or equivalent","Dixon County, NE",6243
"County or equivalent","Union County, SD",13952
"Micropolitan Statistical Area","Vermillion, SD",13364
"County or equivalent","Clay County, SD",13364
"Combined Statistical Area","South Bend-Elkhart-Mishawaka, IN-MI",561279
"Metropolitan Statistical Area","Elkhart-Goshen, IN",197942
"County or equivalent","Elkhart County, IN",197942
"Micropolitan Statistical Area","Plymouth, IN",46698
"County or equivalent","Marshall County, IN",46698
"Metropolitan Statistical Area","South Bend-Mishawaka, IN-MI",316639
"County or equivalent","St. Joseph County, IN",266088
"County or equivalent","Cass County, MI",50551
"Combined Statistical Area","Sunbury-Lewisburg-Selinsgrove, PA",172840
"Micropolitan Statistical Area","Lewisburg, PA",43724
"County or equivalent","Union County, PA",43724
"Micropolitan Statistical Area","Selinsgrove, PA",38113
"County or equivalent","Snyder County, PA",38113
"Micropolitan Statistical Area","Sunbury, PA",91003
"County or equivalent","Northumberland County, PA",91003
"Combined Statistical Area","Syracuse-Auburn, NY",725359
"Micropolitan Statistical Area","Auburn, NY",80066
"County or equivalent","Cayuga County, NY",80066
"Metropolitan Statistical Area","Syracuse, NY",645293
"County or equivalent","Madison County, NY",69829
"County or equivalent","Onondaga County, NY",454010
"County or equivalent","Oswego County, NY",121454
"Combined Statistical Area","Toledo-Fremont, OH",711952
"Micropolitan Statistical Area","Fremont, OH",60997
"County or equivalent","Sandusky County, OH",60997
"Metropolitan Statistical Area","Toledo, OH",650955
"County or equivalent","Fulton County, OH",42562
"County or equivalent","Lucas County, OH",441910
"County or equivalent","Ottawa County, OH",41084
"County or equivalent","Wood County, OH",125399
"Combined Statistical Area","Tulsa-Bartlesville, OK",955643
"Micropolitan Statistical Area","Bartlesville, OK",49888
"County or equivalent","Washington County, OK",49888
"Metropolitan Statistical Area","Tulsa, OK",905755
"County or equivalent","Creek County, OK",69073
"County or equivalent","Okmulgee County, OK",39300
"County or equivalent","Osage County, OK",45523
"County or equivalent","Pawnee County, OK",16447
"County or equivalent","Rogers County, OK",83105
"County or equivalent","Tulsa County, OK",585068
"County or equivalent","Wagoner County, OK",67239
"Combined Statistical Area","Tyler-Jacksonville, TX",246874
"Micropolitan Statistical Area","Jacksonville, TX",48169
"County or equivalent","Cherokee County, TX",48169
"Metropolitan Statistical Area","Tyler, TX",198705
"County or equivalent","Smith County, TX",198705
"Combined Statistical Area","Union City-Martin, TN-KY",71655
"Micropolitan Statistical Area","Martin, TN",33227
"County or equivalent","Weakley County, TN",33227
"Micropolitan Statistical Area","Union City, TN-KY",38428
"County or equivalent","Fulton County, KY",6795
"County or equivalent","Obion County, TN",31633
"Combined Statistical Area","Washington-Baltimore-Northern Virginia, DC-MD-VA-WV",8241912
"Metropolitan Statistical Area","Baltimore-Towson, MD",2668056
"County or equivalent","Anne Arundel County, MD",512154
"County or equivalent","Baltimore County, MD",788994
"County or equivalent","Carroll County, MD",169220
"County or equivalent","Harford County, MD",239993
"County or equivalent","Howard County, MD",273669
"County or equivalent","Queen Anne's County, MD",46571
"County or equivalent","Baltimore city, MD",637455
"Micropolitan Statistical Area","Culpeper, VA",45723
"County or equivalent","Culpeper County, VA",45723
"Micropolitan Statistical Area","Lexington Park, MD",100378
"County or equivalent","St. Mary's County, MD",100378
"Metropolitan Statistical Area","Washington-Arlington-Alexandria, DC-VA-MD-WV",5306565
"Metropolitan Division","Bethesda-Gaithersburg-Frederick, MD",1155518
"County or equivalent","Frederick County, MD",224705
"County or equivalent","Montgomery County, MD",930813
"Metropolitan Division","Washington-Arlington-Alexandria, DC-VA-MD-WV",4151047
"County or equivalent","District of Columbia, DC",588292
"County or equivalent","Calvert County, MD",88223
"County or equivalent","Charles County, MD",140444
"County or equivalent","Prince George's County, MD",828770
"County or equivalent","Arlington County, VA",204568
"County or equivalent","Clarke County, VA",14361
"County or equivalent","Fairfax County, VA",1010241
"County or equivalent","Fauquier County, VA",66328
"County or equivalent","Loudoun County, VA",278797
"County or equivalent","Prince William County, VA",360411
"County or equivalent","Spotsylvania County, VA",119194
"County or equivalent","Stafford County, VA",120723
"County or equivalent","Warren County, VA",36294
"County or equivalent","Alexandria city, VA",140024
"County or equivalent","Fairfax city, VA",23349
"County or equivalent","Falls Church city, VA",10948
"County or equivalent","Fredericksburg city, VA",22410
"County or equivalent","Manassas city, VA",35412
"County or equivalent","Manassas Park city, VA",11426
"County or equivalent","Jefferson County, WV",50832
"Metropolitan Statistical Area","Winchester, VA-WV",121190
"County or equivalent","Frederick County, VA",72880
"County or equivalent","Winchester city, VA",25733
"County or equivalent","Hampshire County, WV",22577
"Combined Statistical Area","Wausau-Merrill, WI",159617
"Micropolitan Statistical Area","Merrill, WI",29659
"County or equivalent","Lincoln County, WI",29659
"Metropolitan Statistical Area","Wausau, WI",129958
"County or equivalent","Marathon County, WI",129958
"Combined Statistical Area","Wichita-Winfield, KS",630703
"Metropolitan Statistical Area","Wichita, KS",596452
"County or equivalent","Butler County, KS",63045
"County or equivalent","Harvey County, KS",33493
"County or equivalent","Sedgwick County, KS",476026
"County or equivalent","Sumner County, KS",23888
"Micropolitan Statistical Area","Winfield, KS",34251
"County or equivalent","Cowley County, KS",34251
"Combined Statistical Area","Williamsport-Lock Haven, PA",154024
"Micropolitan Statistical Area","Lock Haven, PA",37213
"County or equivalent","Clinton County, PA",37213
"Metropolitan Statistical Area","Williamsport, PA",116811
"County or equivalent","Lycoming County, PA",116811
"Combined Statistical Area","York-Hanover-Gettysburg, PA",521828
"Micropolitan Statistical Area","Gettysburg, PA",100779
"County or equivalent","Adams County, PA",100779
"Metropolitan Statistical Area","York-Hanover, PA",421049
"County or equivalent","York County, PA",421049
"Combined Statistical Area","Youngstown-Warren-East Liverpool, OH-PA",679402
"Micropolitan Statistical Area","East Liverpool-Salem, OH",108698
"County or equivalent","Columbiana County, OH",108698
"Metropolitan Statistical Area","Youngstown-Warren-Boardman, OH-PA",570704
"County or equivalent","Mahoning County, OH",240420
"County or equivalent","Trumbull County, OH",213475
"County or equivalent","Mercer County, PA",116809
"County or equivalent","Owego, NY",3794
"County or equivalent","Rockland, MA",7974
"County or equivalent","Grinnell, IO",9205
"County or equivalent","Vevay, IN",1622
"County or equivalent","Jim Thorpe, PA",4878
